"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"3901","BB921093","Outdoor Advertising Signs","OUTFRONT MEDIA","3928 WESTPORT RD ","3928"," ","WESTPORT","RD","-85.653730252800003","38.2538401491","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:35:12","40207","09","","C1","","","","","Develop Louisville","1237339","277591"
"3902","BB920547","Outdoor Advertising Signs","Outfront Media","3801 FRANKFORT AVE ","3801"," ","FRANKFORT","AVE","-85.657213826900005","38.253161081800002","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40207","09","ROCKCREEK LEXINGTON ROAD","C2","","","","","Develop Louisville","1236335","277359"
"3903","BB921478","Outdoor Advertising Signs","","1030 PHILLIPS LN ","1030"," ","PHILLIPS","LN","-85.734856066600003","38.195943144200001","2019-07-01 00:00:00","MED","Medium","2017-10-11 12:35:50","40209","21","FAIRGROUNDS","R5","","","","","Develop Louisville","1213706","256875"
"3904","BB920673","Outdoor Advertising Signs","Outfront Media","1241 DURRETT LN ","1241"," ","DURRETT","LN","-85.722262086599997","38.189777810099997","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:40:10","40213","21","REMAINDER OF CITY","C1","","","","","Develop Louisville","1217289","254572"
"3905","BB921841","Outdoor Advertising Signs","","3791 FRANKFORT AVE ","3791"," ","FRANKFORT","AVE","-85.657667332800003","38.253199557999999","2019-07-01 00:00:00","MED","Medium","2017-10-24 09:56:10","40207","09","","C2","","","","","Develop Louisville","1236205","277375"
"3906","BB921814","Outdoor Advertising Signs","Outfront","3937 BARDSTOWN RD ","3937"," ","BARDSTOWN","RD","-85.650105587799999","38.194634327400003","2018-07-01 00:00:00","SMALL","Small","2017-10-23 15:39:05","40218","10","","C2","","","","","Develop Louisville","1238052","256017"
"3907","BB921072","Outdoor Advertising Signs","Outfront Media","6200 GEIL LN ","6200"," ","GEIL","LN","-85.680391408999995","38.156598021400001","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:06:23","40219","02","","EZ1","","","","","Develop Louisville","1229134","242301"
"3908","BB919259","Outdoor Advertising Signs","","2117 W BROADWAY ","2117","W","BROADWAY"," ","-85.7872055534","38.249676922399999","2019-07-01 00:00:00","SMALL","Small","2017-07-27 14:18:58","40211","04","RUSSELL","C2","","","","","Develop Louisville","1198990","276687"
"3909","BB920695","Outdoor Advertising Signs","Outfront Media","3013 S 4TH ST ","3013","S","4TH","ST","-85.765077689799995","38.205820711199998","2018-07-01 00:00:00","MED","Medium","2017-09-26 10:40:57","40208","15","SOUTH LOUISVILLE","C2","","","","","Develop Louisville","1205081","260613"
"3910","BB919251","Outdoor Advertising Signs","","1805 W OAK ST ","1805","W","OAK","ST","-85.7870585605","38.237465659999998","2019-07-01 00:00:00","SMALL","Small","2017-07-27 13:40:35","40210","06","CALIFORNIA","C1","","","","","Develop Louisville","1198958","272240"
"3911","BB920641","Outdoor Advertising Signs","Outfront Media","1500 W OAK ST ","1500","W","OAK","ST","-85.779005860799998","38.236538740999997","2018-07-01 00:00:00","MED","Medium","2017-09-26 09:01:19","40210","06","PARK HILL","C1","","","","","Develop Louisville","1201265","271864"
"3912","BB919285","Outdoor Advertising Signs","","1331 E MAIN ST ","1331","E","MAIN","ST","-85.724303512099993","38.254225709400004","2019-07-01 00:00:00","SMALL","Small","2017-07-28 11:11:32","40206","09","BUTCHERTOWN","R6","","","","","Develop Louisville","1217078","278048"
"3913","BB921118","Outdoor Advertising Signs","","16601 DIXIE HWY ","16601"," ","DIXIE","HWY","-85.922558703899995","38.016203037799997","2018-07-01 00:00:00","MED","Medium","2017-09-29 10:16:36","40177","14","","C1","","","","","Develop Louisville","1158582","192356"
"3914","BB920746","Outdoor Advertising Signs","Outfront Media","1310 W BROADWAY ","1310","W","BROADWAY"," ","-85.774088072200001","38.2474375193","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:54:48","40203","06","CALIFORNIA","C2","","","","","Develop Louisville","1202743","275809"
"3915","BB920702","Outdoor Advertising Signs","Outfront Media","3611 7TH STREET RD ","3611"," ","7TH STREET","RD","-85.797261482400003","38.197922782699997","2018-07-01 00:00:00","MED","Medium","2017-09-26 11:04:04","40216","03","TAYLOR BERRY","M2","","","","","Develop Louisville","1195786","257891"
"3916","BB922156","Outdoor Advertising Signs","Outfront Media","2113 W BROADWAY ","2113","W","BROADWAY"," ","-85.787097387900005","38.249667360499998","2018-07-01 00:00:00","LARGE","Large","2017-11-09 12:11:51","40211","04","RUSSELL","C2","","","","","Develop Louisville","1199021","276683"
"3917","BB921020","Outdoor Advertising Signs","Outfront","9705 LA GRANGE RD ","9705"," ","LA GRANGE","RD","-85.572821893799997","38.271050771200002","2018-07-01 00:00:00","LARGE","Large","2017-09-28 14:16:03","40223","17","","C2","","","","","Develop Louisville","1260660","283514"
"3918","BB921445","Outdoor Advertising Signs","","7905 SHELBYVILLE RD ","7905"," ","SHELBYVILLE","RD","-85.607328219899998","38.2493216871","2019-07-01 00:00:00","MED","Medium","2017-10-09 11:53:52","40222","18","","C2","","","","","Develop Louisville","1250638","275746"
"3919","BB921780","Outdoor Advertising Signs","Outfront Media","1331 W JEFFERSON ST ","1331","W","JEFFERSON","ST","-85.773112860799998","38.256068385600003","2018-07-01 00:00:00","MED","Medium","2017-10-23 14:27:15","40203","04","RUSSELL","EZ1","","","","","Develop Louisville","1203075","278947"
"3920","BB920441","Outdoor Advertising Signs","Outfront Media","1359 DIXIE HWY ","1359"," ","DIXIE","HWY","-85.788375669600001","38.2330678179","2018-07-01 00:00:00","SMALL","Small","2017-09-22 14:58:11","40210","06","PARK HILL","C2","","","","","Develop Louisville","1198553","270645"
"3921","BB922177","Outdoor Advertising Signs","Outfront Media","2717 WILSON AVE ","2717"," ","WILSON","AVE","-85.800547251300003","38.232689851400004","2018-07-01 00:00:00","LARGE","Large","2017-11-09 14:22:44","40211","01","PARKLAND","C2","","","","","Develop Louisville","1195055","270566"
"3922","BB921112","Outdoor Advertising Signs","","4533 GREENWOOD RD ","4533"," ","GREENWOOD","RD","-85.841610430800003","38.144548110099997","2018-07-01 00:00:00","MED","Medium","2017-09-29 10:16:36","40258","12","","M2","","","","","Develop Louisville","1182707","238674"
"3923","BB921130","Outdoor Advertising Signs","OUTFRONT MEDIA","9705 LA GRANGE RD ","9705"," ","LA GRANGE","RD","-85.572821893799997","38.271050771200002","2018-07-01 00:00:00","MED","Medium","2017-09-29 10:51:41","40223","17","","C2","","","","","Develop Louisville","1260660","283514"
"3924","BB920935","Outdoor Advertising Signs","OUTLOOK MEDIA","4806 BARDSTOWN RD ","4806"," ","BARDSTOWN","RD","-85.621562647199994","38.177833450400001","2018-07-01 00:00:00","MED","Medium","2017-09-27 13:30:03","40291","22","","C1","","","","","Develop Louisville","1246163","249776"
"3925","BB920826","Outdoor Advertising Signs","Outfront Media","4343 SANITA CT ","4343"," ","SANITA","CT","-85.711911455899994","38.1919375071","2018-07-01 00:00:00","LARGE","Large","2017-09-27 09:27:32","40213","10","REMAINDER OF CITY","M3","","","","","Develop Louisville","1220276","255311"
"3926","BB920771","Outdoor Advertising Signs","Outfront Media","1853 MELLWOOD AVE ","1853"," ","MELLWOOD","AVE","-85.714131069199993","38.263430359799997","2018-07-01 00:00:00","LARGE","Large","2017-09-26 16:27:41","40206","09","CLIFTON HEIGHTS","C1","","","","","Develop Louisville","1220052","281353"
"3927","BB920965","Outdoor Advertising Signs","Outfront Media","7314 FEGENBUSH LN ","7314"," ","FEGENBUSH","LN","-85.624178221299999","38.143006621300003","2018-07-01 00:00:00","MED","Medium","2017-09-28 09:21:15","40228","23","","PD","","","","","Develop Louisville","1245222","237106"
"3928","BB920864","Outdoor Advertising Signs","OUTFRONT MEDIA","6011 NEW CUT RD ","6011"," ","NEW CUT","RD","-85.7750931068","38.125470571400001","2018-07-01 00:00:00","MED","Medium","2017-09-27 09:26:49","40118","13","","C2","","","","","Develop Louisville","1201719","231404"
"3929","BB921111","Outdoor Advertising Signs","","700 WINKLER AVE ","700"," ","WINKLER","AVE","-85.769811505600003","38.210658728299997","2018-07-01 00:00:00","MED","Medium","2017-09-29 10:16:36","40208","06","SOUTH LOUISVILLE","C1","","","","","Develop Louisville","1203750","262397"
"3930","BB920980","Outdoor Advertising Signs","Outfront Media","607 LYNDON LN ","607"," ","LYNDON","LN","-85.603951473999999","38.2596677517","2018-07-01 00:00:00","MED","Medium","2017-09-28 09:21:15","40222","18","","C1","","","","","Develop Louisville","1251663","279499"
"3931","BB920964","Outdoor Advertising Signs","Outfront Media","14815 DIXIE HWY ","14815"," ","DIXIE","HWY","-85.903551942799993","38.0416077195","2018-07-01 00:00:00","MED","Medium","2017-09-28 09:21:15","40272","14","","R4","","","","","Develop Louisville","1164223","201507"
"3932","BB921053","Outdoor Advertising Signs","Outfront Media","9603 WHIPPS MILL RD ","9603"," ","WHIPPS MILL","RD","-85.579194823400002","38.268276090500002","2018-07-01 00:00:00","MED","Medium","2017-09-28 15:40:17","40242","18","","C2","","","","","Develop Louisville","1258816","282530"
"3933","BB920724","Outdoor Advertising Signs","Outfront Media","1293 BARDSTOWN RD ","1293"," ","BARDSTOWN","RD","-85.715456723000003","38.235741476999998","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:45:06","40204","08","CHEROKEE TRIANGLE","(C2)","","","","","Develop Louisville","1219511","271277"
"3934","21636","Outdoor Advertising Signs","","1525 BARDSTOWN RD ","1525"," ","BARDSTOWN","RD","-85.707883968199994","38.231777160299998","2018-07-01 00:00:00","MED","Medium","2008-08-26 15:42:39","40205","08","BONNYCASTLE","(C2)","","","","","Develop Louisville","1221663","269799"
"3935","21602","Outdoor Advertising Signs","","302 N 34TH ST ","302","N","34TH","ST","-85.806600506699994","38.265107440999998","2018-07-01 00:00:00","MED","Medium","2008-08-26 15:42:39","40212","05","SHAWNEE","C1","","","","","Develop Louisville","1193516","282399"
"3936","BB920981","Outdoor Advertising Signs","Outfront Media","8409 NEW LA GRANGE RD ","8409"," ","NEW LA GRANGE","RD","-85.597544823999996","38.263350471800003","2018-07-01 00:00:00","MED","Medium","2017-09-28 09:21:15","40242","18","","M2","","","","","Develop Louisville","1253522","280813"
"3937","BB920955","Outdoor Advertising Signs","Outfront Media"," STRAWBERRY LN "," "," ","STRAWBERRY","LN","-85.7522813848","38.171683310100001","2018-07-01 00:00:00","MED","Medium","2017-09-27 14:36:24","40214","21","SOUTHSIDE","EZ1","","","","","Develop Louisville","1208554.75","248122.84400000001"
"3938","BB921079","Outdoor Advertising Signs","OUTFRONT MEDIA","3207 PRESTON HWY ","3207"," ","PRESTON","HWY","-85.734256817599999","38.2022152511","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:06:11","40213","10","","C1","","","","","Develop Louisville","1213915","259156"
"3939","BB921006","Outdoor Advertising Signs","Outfront","1353 S PRESTON ST ","1353","S","PRESTON","ST","-85.75012941","38.228786769800003","2018-07-01 00:00:00","LARGE","Large","2017-09-28 14:09:50","40208","04","SHELBY PARK","OR2","","","","","Develop Louisville","1209512","268905"
"3940","BB920651","Outdoor Advertising Signs","Outfront Media","217 S 32ND ST ","217","S","32ND","ST","-85.804035500400005","38.260005837999998","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:01:19","40212","05","RUSSELL","EZ1","","","","","Develop Louisville","1194221","280529"
"3941","21661","Outdoor Advertising Signs","","3000 W BROADWAY ","3000","W","BROADWAY"," ","-85.802033085800005","38.248780483700003","2018-07-01 00:00:00","MED","Medium","2008-08-26 15:42:39","40211","06","PARKLAND","EZ1","","","","","Develop Louisville","1194727","276432"
"3942","BB922126","Outdoor Advertising Signs","Outfront Media","12412 DIXIE HWY ","12412"," ","DIXIE","HWY","-85.884760423499998","38.076876900899997","2018-07-01 00:00:00","MED","Medium","2017-11-07 15:54:13","40272","14","","C2","","","","","Develop Louisville","1169862","214252"
"3943","BB921091","Outdoor Advertising Signs","OUTFRONT MEDIA","4911 SHEPHERDSVILLE RD ","4911"," ","SHEPHERDSVILLE","RD","-85.658783953799997","38.178980088199999","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:35:12","40218","02","","C1","","","","","Develop Louisville","1235471","250355"
"3944","BB921141","Outdoor Advertising Signs","Outfront Media","3409 CAMP GROUND RD ","3409"," ","CAMP GROUND","RD","-85.823323955099994","38.216370820500003","2018-07-01 00:00:00","LARGE","Large","2017-09-29 11:15:06","40211","01","","M3","","","","","Develop Louisville","1188412","264735"
"3945","BB920895","Outdoor Advertising Signs","Outfront Media","4100 CANE RUN RD ","4100"," ","CANE RUN","RD","-85.831114142900006","38.204508134800001","2018-07-01 00:00:00","MED","Medium","2017-09-27 10:17:38","40216","01","","C2","","","","","Develop Louisville","1186100","260454"
"3946","BB920968","Outdoor Advertising Signs","Outfront Media","7314 FEGENBUSH LN ","7314"," ","FEGENBUSH","LN","-85.624178221299999","38.143006621300003","2018-07-01 00:00:00","MED","Medium","2017-09-28 09:21:15","40228","23","","PD","","","","","Develop Louisville","1245222","237106"
"3947","BB920680","Outdoor Advertising Signs","Outfront Media","600 E MAIN ST 100","600","E","MAIN","ST","-85.741592109199999","38.2547175053","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:40:10","40202","04","REMAINDER OF CITY","C3","","","","","Develop Louisville","1212117","278307"
"3948","BB920558","Outdoor Advertising Signs","Outfront Media","4343 SANITA CT ","4343"," ","SANITA","CT","-85.711911455899994","38.1919375071","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40213","10","REMAINDER OF CITY","M3","","","","","Develop Louisville","1220276","255311"
"3949","BB920786","Outdoor Advertising Signs","OUTFRONT MEDIA","4836 SOUTHSIDE DR ","4836"," ","SOUTHSIDE","DR","-85.7649662834","38.1777705015","2018-07-01 00:00:00","MED","Medium","2017-09-27 09:09:15","40214","21","SOUTHSIDE","C1","","","","","Develop Louisville","1204945","250399"
"3950","BB920533","Outdoor Advertising Signs","Outfront Media","3200 PRESTON HWY ","3200"," ","PRESTON","HWY","-85.735275178799995","38.2026581943","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40213","21","SAINT JOSEPH","C2","","","","","Develop Louisville","1213625","259322"
"3951","BB921011","Outdoor Advertising Signs","Outfront","3221 FERN VALLEY RD ","3221"," ","FERN VALLEY","RD","-85.704525728199997","38.157433804999997","2018-07-01 00:00:00","LARGE","Large","2017-09-28 14:16:03","40213","21","","EZ1","","","","","Develop Louisville","1222200","242714"
"3952","BB919252","Outdoor Advertising Signs","","1100 DIXIE HWY ","1100"," ","DIXIE","HWY","-85.786046574599993","38.239832633900001","2019-07-01 00:00:00","SMALL","Small","2017-07-27 13:40:35","40210","06","CALIFORNIA","C1","","","","","Develop Louisville","1199263","273097"
"3953","BB921097","Outdoor Advertising Signs","OUTFRONT MEDIA","120 OUTER LOOP ","120"," ","OUTER","LOOP","-85.791298211899999","38.126457648799999","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:47:45","40214","13","","M2","","","","","Develop Louisville","1197064","231841"
"3954","BB921771","Outdoor Advertising Signs","Outfront Media","410 E BRECKINRIDGE ST ","410","E","BRECKINRIDGE","ST","-85.747846865200003","38.240507386600001","2018-07-01 00:00:00","SMALL","Small","2017-10-23 14:13:16","40203","04","SMOKETOWN JACKSON","C2","","","","","Develop Louisville","1210237","273162"
"3955","BB921387","Outdoor Advertising Signs","","4015 PRODUCE RD ","4015"," ","PRODUCE","RD","-85.685132005699998","38.184261542800002","2018-07-01 00:00:00","MED","Medium","2017-10-09 08:33:35","40218","10","","M3","","","","","Develop Louisville","1227928","252395"
"3956","BB920431","Outdoor Advertising Signs","Outfront Media","4216 BARDSTOWN RD ","4216"," ","BARDSTOWN","RD","-85.640671334499999","38.185535926100002","2018-07-01 00:00:00","LARGE","Large","2017-09-22 14:06:42","40218","02","","C2","","","","","Develop Louisville","1240713","252663"
"3957","BB921785","Outdoor Advertising Signs","Outfront Media","5505 OUTER LOOP ","5505"," ","OUTER","LOOP","-85.658058199500005","38.139353532299999","2018-07-01 00:00:00","LARGE","Large","2017-10-23 14:27:15","40219","24","","C1","","","","","Develop Louisville","1235459","235923"
"3958","BB920876","Outdoor Advertising Signs","Outfront Media","131 N SPRING ST ","131","N","SPRING","ST","-85.721376745499995","38.254855829699999","2018-07-01 00:00:00","LARGE","Large","2017-09-27 08:39:16","40206","09","IRISH HILL","EZ1","","","","","Develop Louisville","1217922","278264"
"3959","BB919249","Outdoor Advertising Signs","","3615 CANE RUN RD ","3615"," ","CANE RUN","RD","-85.812898323400006","38.220105921600002","2019-07-01 00:00:00","SMALL","Small","2017-07-27 13:40:35","40211","03","","EZ1","","","","","Develop Louisville","1191430","266044"
"3960","BB920650","Outdoor Advertising Signs","Outfront Media","431 S 32ND ST ","431","S","32ND","ST","-85.804417247399996","38.257336755700003","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:01:19","40212","05","RUSSELL","R6","","","","","Develop Louisville","1194095","279559"
"3961","BB921166","Outdoor Advertising Signs","Outfront Media","5400 MINOR LN ","5400"," ","MINOR","LN","-85.701814650000003","38.1448123013","2018-07-01 00:00:00","LARGE","Large","2017-09-29 11:15:06","40219","13","","R4","","","","","Develop Louisville","1222907","238106"
"3962","BB920799","Outdoor Advertising Signs","OUTFRONT MEDIA","16121 SHELBYVILLE RD ","16121"," ","SHELBYVILLE","RD","-85.454282810400002","38.233613608799999","2018-07-01 00:00:00","MED","Medium","2017-09-27 09:26:49","40245","19","","M2","","","","","Develop Louisville","1294510","269415"
"3963","BB919280","Outdoor Advertising Signs","","1805 W OAK ST ","1805","W","OAK","ST","-85.7870585605","38.237465659999998","2019-07-01 00:00:00","MED","Medium","2017-07-28 11:00:07","40210","06","CALIFORNIA","C1","","","","","Develop Louisville","1198958","272240"
"3964","BB921819","Outdoor Advertising Signs","Outfront Media","414 BAXTER AVE 100","414"," ","BAXTER","AVE","-85.731350016099995","38.248794877800002","2018-07-01 00:00:00","MED","Medium","2017-10-23 15:39:18","40204","04","PHOENIX HILL","C2","","","","","Develop Louisville","1215023","276103"
